name,cuisine,rating,no_of_reviews,price_range,user_id,description,place_id,about
BUDARE FOOD. ¡Auténtica comida maracucha!,Venezuelan  ,3.70,214,0,0,"BUDARE FOOD, located in BuenosAires, serves authentic comida maracucha, providing a taste of Venezuelan flavors.",94.00,"{""Service options"": {""Outdoor seating"": true, ""Kerbside pickup"": true, ""No-contact delivery"": true, ""Delivery"": true, ""Takeaway"": true, ""Dine-in"": true}, ""Accessibility"": {""Wheelchair-accessible entrance"": true, ""Wheelchair-accessible seating"": true}, ""Offerings"": {""Alcohol"": true, ""Beer"": true, ""Small plates"": true}, ""Dining options"": {""Lunch"": true, ""Dinner"": true, ""Dessert"": true, ""Seating"": true}, ""Amenities"": {""Bar on site"": true, ""Gender-neutral toilets"": true, ""Toilets"": true, ""Wi-Fi"": true}, ""Atmosphere"": {""Casual"": true, ""Cosy"": true}, ""Crowd"": {""Groups"": true}, ""Payments"": {""Debit cards"": true, ""NFC mobile payments"": true, ""Credit cards"": true}, ""Children"": {""Good for kids"": true}}"
Restó del Centro,Gastropub,,,0,0,"Restó del Centro, known for its delightful offerings, is a recognized restaurant in BuenosAires.",95.00,"{""Service options"": {""Dine-in"": true}, ""Offerings"": {""Alcohol"": true, ""Beer"": true, ""Food"": true}, ""Amenities"": {""Toilets"": true}}"
Despertate Con Un Mimo Desayunos Artesanales,Breakfast  ,,,0,0,"Despertate Con Un Mimo Desayunos Artesanales, known for its delightful breakfast offerings, is celebrated in BuenosAires.",96.00,"{""Service options"": {""Delivery"": true, ""Takeaway"": true, ""Dine-in"": true}, ""Accessibility"": {""Wheelchair-accessible car park"": false}, ""Offerings"": {""Coffee"": true}, ""Dining options"": {""Breakfast"": true, ""Brunch"": true, ""Lunch"": true}, ""Atmosphere"": {""Casual"": true, ""Cosy"": true}, ""Children"": {""Good for kids"": true}}"
Club Atletico Colegiales-buffet Pizzas Y Empanadas,Pizza  ,3.00,1,0,0,"Club Atletico Colegiales-buffet Pizzas Y Empanadas is recognized in BuenosAires, offering a variety of pizzas and empanadas.",97.00,"{""Service options"": {""Takeaway"": true, ""Dine-in"": true}, ""Accessibility"": {""Wheelchair-accessible car park"": false}, ""Dining options"": {""Lunch"": true}, ""Atmosphere"": {""Casual"": true}, ""Crowd"": {""Groups"": true}}"
Food Time,Chinese  ,4.10,149,0,0,"Food Time, located in BuenosAires, offers a delightful dining experience with a variety of dishes.",98.00,"{""Service options"": {""Takeaway"": true, ""Dine-in"": true}, ""Accessibility"": {""Wheelchair-accessible car park"": false}, ""Dining options"": {""Lunch"": true, ""Dessert"": true}, ""Atmosphere"": {""Casual"": true}, ""Planning"": {""Accepts reservations"": false}, ""Payments"": {""Debit cards"": true, ""NFC mobile payments"": true, ""Credit cards"": true}}"
Fried Chicken House,American  ,5.00,6,0,0,"Fried Chicken House is a known restaurant in BuenosAires, serving delicious fried chicken and comfort food.",99.00,"{""Service options"": {""Kerbside pickup"": true, ""Delivery"": true, ""Takeaway"": true, ""Dine-in"": true}, ""Dining options"": {""Lunch"": true}, ""Atmosphere"": {""Casual"": true, ""Cosy"": true}}"
Lomiton Sa,Meal delivery,5.00,1,0,0,"Lomiton Sa, though not providing a specific address, is a recognized dining spot in BuenosAires.",100.00,"{""Service options"": {""Takeaway"": true}, ""Dining options"": {""Lunch"": true}, ""Atmosphere"": {""Casual"": true}}"
El Bar de Julio,Bar,4.20,662,2,0,"El Bar de Julio, known for its inviting ambiance and culinary delights, is celebrated in BuenosAires.",101.00,"{""Service options"": {""Outdoor seating"": true, ""Takeaway"": true, ""Dine-in"": true}, ""Offerings"": {""Alcohol"": true, ""Beer"": true, ""Cocktails"": true, ""Dancing"": true, ""Food"": true, ""Food at bar"": true, ""Spirits"": true, ""Wine"": true}, ""Dining options"": {""Seating"": true}, ""Amenities"": {""Toilets"": true}, ""Atmosphere"": {""Casual"": true, ""Cosy"": true}, ""Crowd"": {""Groups"": true}, ""Payments"": {""Debit cards"": true, ""Credit cards"": true}}"
HomeMade Food - Obelisco,Meal delivery,4.90,16,0,0,"HomeMade Food - Obelisco, though not providing a specific address, offers delicious homemade dishes in the area of the Obelisco in BuenosAires.",102.00,"{""Service options"": {""Kerbside pickup"": true, ""Delivery"": true, ""Takeaway"": true, ""Dine-in"": true}, ""Accessibility"": {""Wheelchair-accessible seating"": true, ""Wheelchair-accessible toilet"": false}, ""Crowd"": {""LGBTQ+ friendly"": true, ""Transgender safe space"": true}, ""Other"": {""LGBTQ+ friendly"": true}}"
Chef Shanghai,Chinese  ,1.00,1,0,0,"Chef Shanghai, recognized for its delectable Chinese dishes, is celebrated in BuenosAires, but a specific address is not available.",103.00,"{""Service options"": {""Delivery"": true, ""Takeaway"": true, ""Dine-in"": true}, ""Dining options"": {""Lunch"": true, ""Dinner"": true}, ""Atmosphere"": {""Cosy"": true}}"
SARMIENTO resto bar (ex evaristo),Cafe,4.30,136,0,0,SARMIENTO resto bar (ex evaristo) is known for its welcoming ambiance and culinary delights in BuenosAires.,104.00,"{""Service options"": {""Kerbside pickup"": true, ""Delivery"": true, ""Drive-through"": true, ""Takeaway"": true, ""Dine-in"": true}, ""Accessibility"": {""Wheelchair-accessible entrance"": true, ""Wheelchair-accessible seating"": true, ""Wheelchair-accessible toilet"": true}, ""Offerings"": {""Alcohol"": true, ""Beer"": true, ""Coffee"": true, ""Small plates"": true, ""Wine"": true}, ""Dining options"": {""Breakfast"": true, ""Brunch"": true, ""Lunch"": true, ""Dessert"": true, ""Seating"": true}, ""Amenities"": {""Bar on site"": true, ""Toilets"": true, ""Wi-Fi"": true}, ""Atmosphere"": {""Casual"": true, ""Cosy"": true}, ""Crowd"": {""Family friendly"": true, ""Groups"": true, ""LGBTQ+ friendly"": true, ""Transgender safe space"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}, ""Children"": {""Good for kids"": true, ""High chairs"": true, ""Kids' menu"": true}, ""Other"": {""LGBTQ+ friendly"": true}}"
Bar Caso 530,Bar,4.80,221,0,0,"Bar Caso 530, though not providing a specific address, is recognized in BuenosAires.",105.00,"{""Service options"": {""Takeaway"": true, ""Dine-in"": true}, ""Highlights"": {""Great cocktails"": true, ""Karaoke"": true, ""Sport"": true}, ""Accessibility"": {""Wheelchair-accessible car park"": false}, ""Offerings"": {""Alcohol"": true, ""Beer"": true, ""Cocktails"": true, ""Food"": true, ""Food at bar"": true, ""Happy-hour drinks"": true, ""Happy-hour food"": true, ""Spirits"": true, ""Wine"": true}, ""Dining options"": {""Seating"": true}, ""Amenities"": {""Toilets"": true, ""Wi-Fi"": true}, ""Atmosphere"": {""Casual"": true, ""Cosy"": true}, ""Crowd"": {""Groups"": true, ""LGBTQ+ friendly"": true, ""Transgender safe space"": true}, ""Planning"": {""Accepts reservations"": true}, ""Payments"": {""Credit cards"": true}, ""Other"": {""LGBTQ+ friendly"": true}}"
Konu Bar,Vegan  ,4.30,2761,1,0,Outpost of a vegan counter-serve chain with Asian-accented menus that vary by location.,106.00,"{""Service options"": {""No-contact delivery"": true, ""Delivery"": true, ""Takeaway"": true, ""Dine-in"": true}, ""Highlights"": {""Fast service"": true}, ""Accessibility"": {""Wheelchair-accessible seating"": true, ""Wheelchair-accessible car park"": false, ""Wheelchair-accessible entrance"": false, ""Wheelchair-accessible toilet"": false}, ""Offerings"": {""Coffee"": true, ""Small plates"": true, ""Vegan options"": true, ""Vegetarian options"": true}, ""Dining options"": {""Breakfast"": true, ""Brunch"": true, ""Lunch"": true, ""Dinner"": true, ""Dessert"": true}, ""Amenities"": {""Toilets"": true}, ""Atmosphere"": {""Casual"": true, ""Cosy"": true}, ""Crowd"": {""Groups"": true}, ""Planning"": {""Accepts reservations"": true}, ""Payments"": {""Credit cards"": true}, ""Children"": {""Good for kids"": true}}"
Centro Gastronómico,Hamburger  ,2.00,3,0,0,"Centro Gastronómico, located in BuenosAires, offers an array of delightful dishes and a pleasant dining environment.",107.00,"{""Service options"": {""Takeaway"": true, ""Dine-in"": true}, ""Dining options"": {""Lunch"": true, ""Dinner"": true, ""Dessert"": true}, ""Atmosphere"": {""Casual"": true, ""Cosy"": true}, ""Crowd"": {""Groups"": true}, ""Children"": {""Good for kids"": true}}"
Café Parisien,Cafe,3.90,1172,2,0,"Café Parisien, though not providing a specific address, is known",108.00,"{""Service options"": {""Outdoor seating"": true, ""No-contact delivery"": true, ""Delivery"": true, ""Takeaway"": true, ""Dine-in"": true}, ""Accessibility"": {""Wheelchair-accessible car park"": false}, ""Offerings"": {""Alcohol"": true, ""Beer"": true, ""Cocktails"": true, ""Coffee"": true, ""Late-night food"": true, ""Small plates"": true, ""Spirits"": true, ""Wine"": true}, ""Dining options"": {""Breakfast"": true, ""Brunch"": true, ""Lunch"": true, ""Dinner"": true, ""Dessert"": true, ""Seating"": true}, ""Amenities"": {""Bar on site"": true, ""Toilets"": true}, ""Atmosphere"": {""Casual"": true, ""Cosy"": true}, ""Crowd"": {""Groups"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true}}"
más X Piezā,Pizza  ,,,0,0,"Más X Piezā, though not providing a specific address, is known for its diverse and delightful dishes.",109.00,"{""Service options"": {""Delivery"": true, ""Takeaway"": true, ""Dine-in"": true}, ""Dining options"": {""Lunch"": true}, ""Amenities"": {""Toilets"": true}, ""Atmosphere"": {""Casual"": true, ""Cosy"": true}, ""Payments"": {""Debit cards"": true, ""Credit cards"": true}}"
La Tri restaurante ecutoriano,Restaurant,4.60,18,0,0,"La Tri Restaurante Ecuatoriano, recognized in BuenosAires, offers a taste of Ecuadorian cuisine and flavors.",110.00,"{""Service options"": {""Kerbside pickup"": true, ""Delivery"": true, ""Takeaway"": true, ""Dine-in"": true}, ""Dining options"": {""Lunch"": true, ""Dinner"": true, ""Dessert"": true}, ""Amenities"": {""Toilets"": true}, ""Atmosphere"": {""Casual"": true, ""Cosy"": true}, ""Crowd"": {""Groups"": true}}"
Narda Comedor,Argentinian  ,3.90,4045,3,0,"Narda Comedor is a well-known restaurant in BuenosAires, offering delightful dishes and a stylish ambiance.",111.00,"{""Service options"": {""Outdoor seating"": true, ""No-contact delivery"": true, ""Delivery"": true, ""Takeaway"": true, ""Dine-in"": true}, ""Highlights"": {""Great cocktails"": true}, ""Accessibility"": {""Wheelchair-accessible entrance"": true, ""Wheelchair-accessible seating"": true, ""Wheelchair-accessible toilet"": true}, ""Offerings"": {""Alcohol"": true, ""Beer"": true, ""Cocktails"": true, ""Coffee"": true, ""Small plates"": true, ""Vegan options"": true, ""Vegetarian options"": true, ""Wine"": true}, ""Dining options"": {""Breakfast"": true, ""Brunch"": true, ""Lunch"": true, ""Dinner"": true, ""Dessert"": true, ""Seating"": true}, ""Amenities"": {""Bar on site"": true, ""Toilets"": true}, ""Atmosphere"": {""Casual"": true, ""Cosy"": true}, ""Crowd"": {""Groups"": true}, ""Planning"": {""Accepts reservations"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}, ""Children"": {""High chairs"": true, ""Kids' menu"": true}}"
Subway,Fast food  ,3.90,1254,2,0,"Subway, located in BuenosAires, provides a fast-food dining experience with a variety of sandwich options.",112.00,"{""Service options"": {""Outdoor seating"": true, ""No-contact delivery"": true, ""Delivery"": true, ""Takeaway"": true, ""Dine-in"": true}, ""Accessibility"": {""Wheelchair-accessible entrance"": true, ""Wheelchair-accessible toilet"": true, ""Wheelchair-accessible car park"": false}, ""Offerings"": {""Coffee"": true, ""Healthy options"": true, ""Quick bite"": true}, ""Dining options"": {""Breakfast"": true, ""Lunch"": true, ""Dinner"": true, ""Catering"": true, ""Counter service"": true, ""Seating"": true}, ""Amenities"": {""Toilets"": true}, ""Atmosphere"": {""Casual"": true}, ""Crowd"": {""Groups"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}, ""Children"": {""Good for kids"": true}}"
Café Bar,Cafe,3.50,6,0,0,"Café Bar, though not providing a specific address, is celebrated for its cozy setting and coffee specialties.",113.00,"{""Service options"": {""Takeaway"": true, ""Dine-in"": true}, ""Offerings"": {""Alcohol"": true, ""Beer"": true, ""Coffee"": true}, ""Dining options"": {""Lunch"": true, ""Dessert"": true}, ""Amenities"": {""Bar on site"": true, ""Toilets"": true}, ""Atmosphere"": {""Casual"": true, ""Cosy"": true}, ""Crowd"": {""Groups"": true}}"
Jarana,Peruvian  ,4.60,631,3,0,"Jarana, a recognized restaurant in BuenosAires, is known for its inviting ambiance and culinary delights.",114.00,"{""Service options"": {""Delivery"": true, ""Takeaway"": true, ""Dine-in"": true}, ""Dining options"": {""Lunch"": true, ""Dinner"": true}, ""Amenities"": {""Toilets"": true}, ""Atmosphere"": {""Casual"": true, ""Cosy"": true}, ""Crowd"": {""Groups"": true}, ""Payments"": {""Debit cards"": true, ""NFC mobile payments"": true, ""Credit cards"": true}}"
Alberto's Lobby Bar,Bar,4.50,293,0,0,"Alberto's Lobby Bar, situated in BuenosAires, offers a delightful selection of drinks and snacks in a pleasant atmosphere.",115.00,"{""Service options"": {""Dine-in"": true}, ""Highlights"": {""Great cocktails"": true, ""Sport"": true}, ""Accessibility"": {""Wheelchair-accessible entrance"": true, ""Wheelchair-accessible toilet"": true}, ""Offerings"": {""Alcohol"": true, ""Beer"": true, ""Cocktails"": true, ""Food"": true, ""Food at bar"": true, ""Spirits"": true, ""Wine"": true}, ""Dining options"": {""Seating"": true}, ""Amenities"": {""Toilets"": true, ""Wi-Fi"": true}, ""Atmosphere"": {""Casual"": true, ""Cosy"": true}, ""Crowd"": {""Groups"": true, ""LGBTQ+ friendly"": true}, ""Planning"": {""Accepts reservations"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true}, ""Other"": {""LGBTQ+ friendly"": true}}"
LD winery,Winery,3.60,80,0,0,"LD Winery, though not providing a specific address, is known for its wine selection and pleasant dining environment.",116.00,"{""Service options"": {""Dine-in"": true}, ""Offerings"": {""Alcohol"": true, ""Wine"": true}, ""Dining options"": {""Lunch"": true, ""Dinner"": true}, ""Amenities"": {""Bar on site"": true}, ""Atmosphere"": {""Casual"": true, ""Cosy"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}}"
Café Capriatti,Italian  ,3.80,1184,2,0,"Café Capriatti, a cozy café in BuenosAires, is celebrated for its coffee and pastry offerings.",117.00,"{""Service options"": {""No-contact delivery"": true, ""Delivery"": true, ""Takeaway"": true, ""Dine-in"": true}, ""Highlights"": {""Great cocktails"": true}, ""Accessibility"": {""Wheelchair-accessible seating"": true, ""Wheelchair-accessible car park"": false}, ""Offerings"": {""Alcohol"": true, ""Beer"": true, ""Cocktails"": true, ""Coffee"": true, ""Late-night food"": true, ""Small plates"": true, ""Spirits"": true, ""Wine"": true}, ""Dining options"": {""Breakfast"": true, ""Brunch"": true, ""Lunch"": true, ""Dinner"": true, ""Dessert"": true, ""Seating"": true}, ""Amenities"": {""Bar on site"": true, ""Toilets"": true}, ""Atmosphere"": {""Casual"": true, ""Cosy"": true}, ""Crowd"": {""Groups"": true}, ""Planning"": {""Accepts reservations"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}, ""Children"": {""Good for kids"": true, ""High chairs"": true, ""Kids' menu"": true}}"
Mostaza,Fast food  ,4.00,4027,2,0,"Mostaza, a popular fast-food restaurant in BuenosAires, offers a range of quick and tasty menu items.",118.00,"{""Service options"": {""Outdoor seating"": true, ""No-contact delivery"": true, ""Delivery"": true, ""Takeaway"": true, ""Dine-in"": true}, ""Highlights"": {""Fast service"": true}, ""Accessibility"": {""Wheelchair-accessible entrance"": true, ""Wheelchair-accessible toilet"": true}, ""Offerings"": {""Alcohol"": true, ""Beer"": true, ""Coffee"": true, ""Late-night food"": true, ""Quick bite"": true}, ""Dining options"": {""Breakfast"": true, ""Lunch"": true, ""Dinner"": true, ""Dessert"": true, ""Seating"": true}, ""Amenities"": {""Toilets"": true}, ""Atmosphere"": {""Casual"": true}, ""Crowd"": {""Groups"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}, ""Children"": {""Good for kids"": true, ""High chairs"": true, ""Kids' menu"": true}}"
Dba Daniel BuenosAires Bar,Bar,1.00,2,0,0,"Dba Daniel BuenosAires Bar, recognized in BuenosAires, is known for its delightful drinks and pleasant ambiance.",119.00,"{""Service options"": {""Dine-in"": true}, ""Offerings"": {""Alcohol"": true, ""Beer"": true, ""Food"": true}, ""Amenities"": {""Toilets"": true}, ""Atmosphere"": {""Casual"": true}}"
BAIRES Sushi Station,Japanese  ,4.40,563,1,0,"BAIRES Sushi Station is a popular sushi spot in BuenosAires, offering a diverse selection of sushi and Japanese cuisine.",120.00,"{""Service options"": {""Delivery"": true, ""Takeaway"": true, ""Dine-in"": true}, ""Accessibility"": {""Wheelchair-accessible car park"": false, ""Wheelchair-accessible seating"": false}, ""Offerings"": {""Alcohol"": true, ""Beer"": true, ""Small plates"": true}, ""Dining options"": {""Brunch"": true, ""Lunch"": true}, ""Atmosphere"": {""Casual"": true, ""Cosy"": true}, ""Planning"": {""Accepts reservations"": false}, ""Payments"": {""Credit cards"": true}}"
La Tropilla,Steak house,4.30,273,1,0,"La Tropilla, recognized in BuenosAires, is known for its cozy atmosphere and a variety of delightful dishes.",121.00,"{""Service options"": {""No-contact delivery"": true, ""Delivery"": true, ""Takeaway"": true, ""Dine-in"": true}, ""Accessibility"": {""Wheelchair-accessible entrance"": true, ""Wheelchair-accessible seating"": true, ""Wheelchair-accessible car park"": false}, ""Offerings"": {""Alcohol"": true, ""Beer"": true, ""Coffee"": true, ""Late-night food"": true, ""Salad bar"": true, ""Wine"": true}, ""Dining options"": {""Breakfast"": true, ""Brunch"": true, ""Lunch"": true, ""Dinner"": true, ""Dessert"": true, ""Seating"": true}, ""Amenities"": {""Bar on site"": true, ""Toilets"": true, ""Wi-Fi"": true}, ""Atmosphere"": {""Casual"": true, ""Cosy"": true}, ""Crowd"": {""Groups"": true}, ""Planning"": {""Accepts reservations"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true}}"
Pizzería Banchero,Pizza  ,4.20,8103,2,0,"Pizzería Banchero, a well-known pizzeria in BuenosAires, is celebrated for its delicious pizzas and classic Italian flavors.",122.00,"{""Service options"": {""No-contact delivery"": true, ""Delivery"": true, ""Takeaway"": true, ""Dine-in"": true}, ""Accessibility"": {""Wheelchair-accessible entrance"": true, ""Wheelchair-accessible seating"": true, ""Wheelchair-accessible car park"": false}, ""Offerings"": {""Alcohol"": true, ""Beer"": true, ""Coffee"": true, ""Late-night food"": true, ""Small plates"": true, ""Wine"": true}, ""Dining options"": {""Breakfast"": true, ""Brunch"": true, ""Lunch"": true, ""Dinner"": true, ""Dessert"": true, ""Seating"": true}, ""Amenities"": {""Toilets"": true}, ""Atmosphere"": {""Casual"": true, ""Cosy"": true}, ""Crowd"": {""Groups"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true}, ""Children"": {""Good for kids"": true, ""High chairs"": true}}"
Pizzería Güerrín,Pizza  ,4.50,92033,2,0,"Hopping institution for traditional Argentinian-style pizza & empanadas, open since 1932.",123.00,"{""Service options"": {""No-contact delivery"": true, ""Delivery"": true, ""Takeaway"": true, ""Dine-in"": true}, ""Highlights"": {""Fast service"": true}, ""Accessibility"": {""Wheelchair-accessible entrance"": true, ""Wheelchair-accessible seating"": true, ""Wheelchair-accessible toilet"": true, ""Wheelchair-accessible car park"": false}, ""Offerings"": {""Alcohol"": true, ""Beer"": true, ""Coffee"": true, ""Late-night food"": true, ""Quick bite"": true, ""Small plates"": true, ""Vegetarian options"": true, ""Wine"": true}, ""Dining options"": {""Breakfast"": true, ""Brunch"": true, ""Lunch"": true, ""Dinner"": true, ""Dessert"": true, ""Seating"": true}, ""Amenities"": {""Toilets"": true}, ""Atmosphere"": {""Casual"": true, ""Cosy"": true}, ""Crowd"": {""Groups"": true}, ""Planning"": {""Accepts reservations"": false}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}, ""Children"": {""Good for kids"": true, ""High chairs"": true}}"
Impanato,Argentinian  ,4.10,23,0,0,"Impanato, though not providing a specific address, is known for its empanadas and delightful Argentine treats.",124.00,"{""Service options"": {""Delivery"": true, ""Takeaway"": true, ""Dine-in"": true}, ""Offerings"": {""Alcohol"": true, ""Beer"": true, ""Wine"": true}, ""Dining options"": {""Breakfast"": true, ""Lunch"": true, ""Dinner"": true, ""Dessert"": true}, ""Amenities"": {""Toilets"": true}, ""Atmosphere"": {""Casual"": true, ""Cosy"": true}, ""Crowd"": {""Groups"": true}}"
Lavalle Express Sa,Italian  ,2.50,2,0,0,"Lavalle Express Sa, recognized in BuenosAires, offers a mix of fast-food dishes in a pleasant dining environment.",125.00,"{""Service options"": {""Takeaway"": true, ""Dine-in"": true}, ""Dining options"": {""Lunch"": true, ""Dinner"": true}, ""Atmosphere"": {""Casual"": true}}"
McDonald's,Fast food  ,3.90,4741,2,0,"Classic, long-running fast-food chain known for its burgers & fries.",126.00,"{""Service options"": {""No-contact delivery"": true, ""Delivery"": true, ""Takeaway"": true, ""Dine-in"": true}, ""Accessibility"": {""Wheelchair-accessible entrance"": true, ""Wheelchair-accessible toilet"": true}, ""Offerings"": {""Coffee"": true, ""Late-night food"": true}, ""Dining options"": {""Breakfast"": true, ""Lunch"": true, ""Dinner"": true, ""Counter service"": true, ""Dessert"": true, ""Seating"": true}, ""Amenities"": {""Toilets"": true}, ""Atmosphere"": {""Casual"": true}, ""Crowd"": {""Groups"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}, ""Children"": {""Good for kids"": true, ""Good for kids birthday"": true, ""High chairs"": true, ""Kids' menu"": true}}"
Don Carlos,Argentinian  ,4.00,20,3,0,"Don Carlos, a popular dining spot in BuenosAires, is known for its classic Argentinian dishes and traditional flavors.",127.00,"{""Service options"": {""Dine-in"": true}, ""Dining options"": {""Lunch"": true, ""Dinner"": true}, ""Amenities"": {""Toilets"": true}, ""Atmosphere"": {""Casual"": true, ""Cosy"": true}, ""Crowd"": {""Groups"": true}, ""Payments"": {""Debit cards"": true, ""NFC mobile payments"": true, ""Credit cards"": true}}"
Kentucky,Pizza  ,4.40,4711,2,0,"Kentucky, recognized in BuenosAires, offers a taste of Southern-style fried chicken and comfort food.",128.00,"{""Service options"": {""Outdoor seating"": true, ""No-contact delivery"": true, ""Delivery"": true, ""Takeaway"": true, ""Dine-in"": true}, ""Accessibility"": {""Wheelchair-accessible entrance"": true, ""Wheelchair-accessible seating"": true, ""Wheelchair-accessible toilet"": true}, ""Offerings"": {""Alcohol"": true, ""Beer"": true, ""Cocktails"": true, ""Coffee"": true, ""Late-night food"": true, ""Small plates"": true, ""Wine"": true}, ""Dining options"": {""Breakfast"": true, ""Brunch"": true, ""Lunch"": true, ""Dinner"": true, ""Dessert"": true, ""Seating"": true}, ""Amenities"": {""Bar on site"": true, ""Toilets"": true}, ""Atmosphere"": {""Casual"": true, ""Cosy"": true}, ""Crowd"": {""Groups"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true}, ""Children"": {""Good for kids"": true, ""High chairs"": true}}"
El Palacio de la Pizza,Pizza  ,4.30,8551,2,0,"El Palacio de la Pizza is a famous pizzeria in BuenosAires, known for its scrumptious pizzas and traditional pizza flavors.",129.00,"{""Service options"": {""Kerbside pickup"": true, ""No-contact delivery"": true, ""Delivery"": true, ""Takeaway"": true, ""Dine-in"": true}, ""Highlights"": {""Fast service"": true}, ""Accessibility"": {""Wheelchair-accessible entrance"": true, ""Wheelchair-accessible seating"": true, ""Wheelchair-accessible car park"": false, ""Wheelchair-accessible toilet"": false}, ""Offerings"": {""Alcohol"": true, ""Beer"": true, ""Coffee"": true, ""Late-night food"": true, ""Quick bite"": true, ""Small plates"": true, ""Wine"": true}, ""Dining options"": {""Breakfast"": true, ""Brunch"": true, ""Lunch"": true, ""Dinner"": true, ""Dessert"": true, ""Seating"": true}, ""Amenities"": {""Toilets"": true}, ""Atmosphere"": {""Casual"": true, ""Cosy"": true}, ""Crowd"": {""Family friendly"": true, ""Groups"": true}, ""Planning"": {""Accepts reservations"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}, ""Children"": {""Good for kids"": true, ""High chairs"": true}}"
Chicken Chill,Fast food  ,4.50,1437,0,0,"Chicken Chill, though not providing a specific address, is celebrated for its inviting ambiance and chicken dishes.",130.00,"{""Service options"": {""Outdoor seating"": true, ""No-contact delivery"": true, ""Delivery"": true, ""Takeaway"": true, ""Dine-in"": true}, ""Accessibility"": {""Wheelchair-accessible entrance"": true}, ""Offerings"": {""Alcohol"": true, ""Beer"": true, ""Late-night food"": true}, ""Dining options"": {""Lunch"": true, ""Dinner"": true, ""Dessert"": true, ""Seating"": true}, ""Amenities"": {""Dogs allowed"": true}, ""Atmosphere"": {""Casual"": true}, ""Crowd"": {""Groups"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}, ""Children"": {""Good for kids"": true, ""High chairs"": true, ""Kids' menu"": true}}"
Panchería Gringo,Fast food  ,4.60,1305,1,0,"Panchería Gringo, recognized in BuenosAires, is known for its delightful sandwiches and a variety of flavors.",131.00,"{""Service options"": {""Takeaway"": true, ""Dine-in"": true, ""Delivery"": false}, ""Accessibility"": {""Wheelchair-accessible car park"": false, ""Wheelchair-accessible toilet"": false}, ""Offerings"": {""Alcohol"": true, ""Beer"": true}, ""Dining options"": {""Lunch"": true}, ""Amenities"": {""Toilets"": true}, ""Atmosphere"": {""Casual"": true}, ""Crowd"": {""Groups"": true}, ""Children"": {""Good for kids"": true}}"
Sabores Express,Pizza  ,4.10,223,1,0,"Sabores Express, a well-known dining spot in BuenosAires, offers a mix of fast-food dishes and international flavors.",132.00,"{""Service options"": {""Kerbside pickup"": true, ""Delivery"": true, ""Takeaway"": true, ""Dine-in"": true}, ""Accessibility"": {""Wheelchair-accessible car park"": false}, ""Offerings"": {""Alcohol"": true, ""Wine"": true}, ""Dining options"": {""Breakfast"": true, ""Lunch"": true}, ""Atmosphere"": {""Casual"": true, ""Cosy"": true}, ""Planning"": {""Accepts reservations"": false}, ""Payments"": {""Credit cards"": true}}"
Pizerría Kentucky,Pizza  ,4.00,6434,2,0,"Pizerría Kentucky, though not providing a specific address, is celebrated for its pizza and Italian flavors.",133.00,"{""Service options"": {""Outdoor seating"": true, ""Delivery"": true, ""Takeaway"": true, ""Dine-in"": true}, ""Highlights"": {""Fast service"": true}, ""Accessibility"": {""Wheelchair-accessible entrance"": true, ""Wheelchair-accessible seating"": true, ""Wheelchair-accessible toilet"": true, ""Wheelchair-accessible car park"": false}, ""Offerings"": {""Alcohol"": true, ""Beer"": true, ""Coffee"": true, ""Late-night food"": true, ""Quick bite"": true, ""Small plates"": true, ""Wine"": true}, ""Dining options"": {""Breakfast"": true, ""Brunch"": true, ""Lunch"": true, ""Dinner"": true, ""Dessert"": true, ""Seating"": true}, ""Amenities"": {""Toilets"": true}, ""Atmosphere"": {""Casual"": true, ""Cosy"": true}, ""Crowd"": {""Groups"": true}, ""Planning"": {""Accepts reservations"": false}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true}, ""Children"": {""Good for kids"": true, ""High chairs"": true}}"
